label,text,text_np,text_tokens,text_nostop,text_lem,length,punc%
spam,بقيت ساعات قليلة فقط للاستفادة من هذا العرض الرائع!,بقيت ساعات قليلة فقط للاستفادة من هذا العرض الرائع,"['بقيت', 'ساعات', 'قليلة', 'فقط', 'للاستفادة', 'من', 'هذا', 'العرض', 'الرائع']","['بقيت', 'ساعات', 'قليلة', 'فقط', 'للاستفادة', 'العرض', 'الرائع']",بَقِي سَاعَة قَلِيل فَقَط لِ اِستِفَادَة عَرض رَائِع,0.4776119402985074,0.07377049180327865
ham,شكرًا لك مرة أخرى على الأمس!,شكرًا لك مرة أخرى على الأمس,"['شكرًا', 'لك', 'مرة', 'أخرى', 'على', 'الأمس']","['شكرًا', 'مرة', 'أخرى', 'الأمس']",شُكر مَرَّة آخَر أَمس,0.1791044776119403,0.23770491803278682
spam,احصل على استرداد نقدي بقيمة 100 يورو على مشترياتك القادمة!,احصل على استرداد نقدي بقيمة 100 يورو على مشترياتك القادمة,"['احصل', 'على', 'استرداد', 'نقدي', 'بقيمة', '100', 'يورو', 'على', 'مشترياتك', 'القادمة']","['احصل', 'استرداد', 'نقدي', 'بقيمة', '100', 'مشترياتك', 'القادمة']",حَصل اِستِردَاد نَقدِيّ بِ قِيمَة 100 مُشتَرَى هُوَ قَادِم,0.5671641791044776,0.049180327868852444
ham,أنا في اجتماع، سأتصل بك بعد ذلك.,أنا في اجتماع، سأتصل بك بعد ذلك,"['أنا', 'في', 'اجتماع،', 'سأتصل', 'بك', 'بعد', 'ذلك']","['اجتماع،', 'سأتصل']",اِجتِمَاع ، سَ اِتَّصَل,0.22388059701492538,0.19672131147540978
spam,لديك طرد في الانتظار، أكد معلوماتك هنا: www.livraison-fake.com,لديك طرد في الانتظار، أكد معلوماتك هنا wwwlivraisonfakecom,"['لديك', 'طرد', 'في', 'الانتظار،', 'أكد', 'معلوماتك', 'هنا', 'wwwlivraisonfakecom']","['لديك', 'طرد', 'الانتظار،', 'أكد', 'معلوماتك', 'wwwlivraisonfakecom']",لَدِيك طَرد اِنتِظَار ، أَكَّد مَعلُومَة هُوَ wwwlivr a i sonfak eco m,0.6567164179104478,0.48360655737704905
ham,لقد وجدت وصفة رائعة لتجربتها.,لقد وجدت وصفة رائعة لتجربتها,"['لقد', 'وجدت', 'وصفة', 'رائعة', 'لتجربتها']","['لقد', 'وجدت', 'وصفة', 'رائعة', 'لتجربتها']",لقد وَجَد وَصفَة رَائِع لِ تَجرِبت هُوَ,0.20895522388059698,0.21311475409836061
ham,هل استلمت رسالتي؟,هل استلمت رسالتي,"['هل', 'استلمت', 'رسالتي']","['استلمت', 'رسالتي']",اِستَلَم رَسالَة,0.05970149253731344,0.43442622950819665
ham,مرحبًا، أنا مشغول الآن. سأتصل بك لاحقًا.,مرحبًا، أنا مشغول الآن سأتصل بك لاحقًا,"['مرحبًا،', 'أنا', 'مشغول', 'الآن', 'سأتصل', 'بك', 'لاحقًا']","['مرحبًا،', 'مشغول', 'سأتصل', 'لاحقًا']",مُرَحَّب ، مَشغُول سَ اِتَّصَل لَاحِق,0.34328358208955223,0.36885245901639335
ham,سأصل إلى منزلك خلال 5 دقائق.,سأصل إلى منزلك خلال 5 دقائق,"['سأصل', 'إلى', 'منزلك', 'خلال', '5', 'دقائق']","['سأصل', 'منزلك', 'خلال', '5', 'دقائق']",سَ أَصل منزلك خِلَالَ 5 دَقِيقَة,0.1791044776119403,0.23770491803278682
spam,اربح رحلة مجانية! انقر هنا للمشاركة: www.رابط-وهمي1.com,اربح رحلة مجانية انقر هنا للمشاركة wwwرابطوهمي1com,"['اربح', 'رحلة', 'مجانية', 'انقر', 'هنا', 'للمشاركة', 'wwwرابطوهمي1com']","['اربح', 'رحلة', 'مجانية', 'انقر', 'للمشاركة', 'wwwرابطوهمي1com']",أُربُح رِحلَة مَجَّانِيّ أَنقَر لِ مُشَارَكَة wwwرابطوهمي 1co m,0.5671641791044776,0.721311475409836
spam,اربح رحلة مجانية! انقر هنا للمشاركة: www.رابط-وهمي2.com,اربح رحلة مجانية انقر هنا للمشاركة wwwرابطوهمي2com,"['اربح', 'رحلة', 'مجانية', 'انقر', 'هنا', 'للمشاركة', 'wwwرابطوهمي2com']","['اربح', 'رحلة', 'مجانية', 'انقر', 'للمشاركة', 'wwwرابطوهمي2com']",أُربُح رِحلَة مَجَّانِيّ أَنقَر لِ مُشَارَكَة wwwرابطوهمي 2co m,0.5671641791044776,0.721311475409836
spam,قرض سريع بدون فحص، احصل على 5000 يورو خلال 24 ساعة.,قرض سريع بدون فحص، احصل على 5000 يورو خلال 24 ساعة,"['قرض', 'سريع', 'بدون', 'فحص،', 'احصل', 'على', '5000', 'يورو', 'خلال', '24', 'ساعة']","['قرض', 'سريع', 'بدون', 'فحص،', 'احصل', '5000', 'خلال', '24', 'ساعة']",قَرض سَرِيع بدون فَحص ، أَحصَل 5000 خِلَالَ 24 سَاعَة,0.4477611940298507,0.08196721311475406
spam,فاتورتك الهاتفية في انتظار السداد، قم بالدفع هنا.,فاتورتك الهاتفية في انتظار السداد، قم بالدفع هنا,"['فاتورتك', 'الهاتفية', 'في', 'انتظار', 'السداد،', 'قم', 'بالدفع', 'هنا']","['فاتورتك', 'الهاتفية', 'انتظار', 'السداد،', 'قم', 'بالدفع']",فَ اِتوَرتك هَاتِفِيّ اِنتِظَار سَدَاد ، قَام بالدفع,0.4626865671641791,0.08196721311475406
spam,أخيرًا تم كشف سر المليونيرات: سجل الآن مجانًا.,أخيرًا تم كشف سر المليونيرات سجل الآن مجانًا,"['أخيرًا', 'تم', 'كشف', 'سر', 'المليونيرات', 'سجل', 'الآن', 'مجانًا']","['أخيرًا', 'تم', 'كشف', 'سر', 'المليونيرات', 'سجل', 'مجانًا']",أَخِير تَمّ كَشف سِرّ مَليُونِيرَات سَجَّل مَجَان,0.417910447761194,0.3032786885245901
ham,هل تريد كوبًا من القهوة؟,هل تريد كوبًا من القهوة,"['هل', 'تريد', 'كوبًا', 'من', 'القهوة']","['تريد', 'كوبًا', 'القهوة']",أَرَاد كَوب قَهوَة,0.1343283582089552,0.2950819672131147
spam,تهانينا! لقد ربحت هاتف آيفون 15، انقر هنا لاستلامه: www.fake-link.com,تهانينا لقد ربحت هاتف آيفون 15، انقر هنا لاستلامه wwwfakelinkcom,"['تهانينا', 'لقد', 'ربحت', 'هاتف', 'آيفون', '15،', 'انقر', 'هنا', 'لاستلامه', 'wwwfakelinkcom']","['تهانينا', 'لقد', 'ربحت', 'هاتف', 'آيفون', '15،', 'انقر', 'لاستلامه', 'wwwfakelinkcom']",تَهنِين لقد رَبَح هَاتِف آيفون 15 ، أَنقَر لِ اِستِلَام هُوَ wwwfakelinkco m,0.7313432835820896,0.5655737704918032
ham,مرحبًا فاطمة، هل ستأتي إلى الحفلة هذا الأسبوع؟,مرحبًا فاطمة، هل ستأتي إلى الحفلة هذا الأسبوع,"['مرحبًا', 'فاطمة،', 'هل', 'ستأتي', 'إلى', 'الحفلة', 'هذا', 'الأسبوع']","['مرحبًا', 'فاطمة،', 'ستأتي', 'الحفلة', 'الأسبوع']",مَرحَبًا فَ أَطمَة ، سَ أَتَى حَفلَة أُسبُوع,0.417910447761194,0.0983606557377049
spam,يجب تأكيد حسابك فورًا لتجنب حذفه.,يجب تأكيد حسابك فورًا لتجنب حذفه,"['يجب', 'تأكيد', 'حسابك', 'فورًا', 'لتجنب', 'حذفه']","['يجب', 'تأكيد', 'حسابك', 'فورًا', 'لتجنب', 'حذفه']",وَجَب تَأكِيد حَسَّابَك فَور لِ تَجَنُّب هُوَ,0.25373134328358204,0.18032786885245894
spam,سيتم حظر بطاقتك البنكية قريبًا، انقر هنا لمنع الإيقاف.,سيتم حظر بطاقتك البنكية قريبًا، انقر هنا لمنع الإيقاف,"['سيتم', 'حظر', 'بطاقتك', 'البنكية', 'قريبًا،', 'انقر', 'هنا', 'لمنع', 'الإيقاف']","['سيتم', 'حظر', 'بطاقتك', 'البنكية', 'قريبًا،', 'انقر', 'لمنع', 'الإيقاف']",سَ تَمّ حَظر بِ طَاقَة هُوَ بَنكِيّ قَرِيب ، أَنقَر لِ مَنع إِيقَاف,0.5223880597014925,0.06557377049180325
ham,كيف كان يومك؟,كيف كان يومك,"['كيف', 'كان', 'يومك']",['يومك'],يُومَك,0.0,0.6311475409836065
spam,احصل على خصم فوري بنسبة 50% على طلبك القادم!,احصل على خصم فوري بنسبة 50 على طلبك القادم,"['احصل', 'على', 'خصم', 'فوري', 'بنسبة', '50', 'على', 'طلبك', 'القادم']","['احصل', 'خصم', 'فوري', 'بنسبة', '50', 'طلبك', 'القادم']",حَصل خَصَم فَورِيّ بِ نِسبَة 50 طَلَبك قَادِم,0.3731343283582089,0.3442622950819672
ham,سأمر لرؤيتك هذا المساء.,سأمر لرؤيتك هذا المساء,"['سأمر', 'لرؤيتك', 'هذا', 'المساء']","['سأمر', 'لرؤيتك', 'المساء']",سَأمَر لِ رُؤيَة هُوَ مَسَاء,0.1343283582089552,0.2950819672131147
spam,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا!,جرب برنامجنا للتخسيس مجانًا لمدة 30 يومًا,"['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']","['جرب', 'برنامجنا', 'للتخسيس', 'مجانًا', 'لمدة', '30', 'يومًا']",جَرَّب برنامجنا لِ تَخسِيس مَجَان لِ مُدَّة 30 يَوم,0.3731343283582089,0.11475409836065574
ham,مرحبًا، سأرسل لك المستند عبر البريد الإلكتروني. شكرًا!,مرحبًا، سأرسل لك المستند عبر البريد الإلكتروني شكرًا,"['مرحبًا،', 'سأرسل', 'لك', 'المستند', 'عبر', 'البريد', 'الإلكتروني', 'شكرًا']","['مرحبًا،', 'سأرسل', 'المستند', 'عبر', 'البريد', 'الإلكتروني', 'شكرًا']",مُرَحَّب ، سَ أَرسَل مُستَنَد عَبرَ بَرِيد إِلِكترُونِيّ شُكر,0.5373134328358209,0.23770491803278682
spam,تم اختيار حسابك للحصول على مكافأة بقيمة 5000 دولار. انقر هنا للمطالبة: www.رابط-وهمي2.com,تم اختيار حسابك للحصول على مكافأة بقيمة 5000 دولار انقر هنا للمطالبة wwwرابطوهمي2com,"['تم', 'اختيار', 'حسابك', 'للحصول', 'على', 'مكافأة', 'بقيمة', '5000', 'دولار', 'انقر', 'هنا', 'للمطالبة', 'wwwرابطوهمي2com']","['تم', 'اختيار', 'حسابك', 'للحصول', 'مكافأة', 'بقيمة', '5000', 'انقر', 'للمطالبة', 'wwwرابطوهمي2com']",تَمّ اِختِيَار حَسَّابَك لِ حُصُول مُكَافَأَة بِ قِيمَة 5000 أَنقَر لِ مُطَالَبَة wwwرابطوهمي 2co m,0.9850746268656716,0.4180327868852458
spam,لديك طرد في الانتظار، أكد معلوماتك هنا: www.livraison-fake.com,لديك طرد في الانتظار، أكد معلوماتك هنا wwwlivraisonfakecom,"['لديك', 'طرد', 'في', 'الانتظار،', 'أكد', 'معلوماتك', 'هنا', 'wwwlivraisonfakecom']","['لديك', 'طرد', 'الانتظار،', 'أكد', 'معلوماتك', 'wwwlivraisonfakecom']",لَدِيك طَرد اِنتِظَار ، أَكَّد مَعلُومَة هُوَ wwwlivr a i sonfak eco m,0.6567164179104478,0.48360655737704905
ham,الطقس جميل اليوم، هل نخرج؟,الطقس جميل اليوم، هل نخرج,"['الطقس', 'جميل', 'اليوم،', 'هل', 'نخرج']","['الطقس', 'جميل', 'اليوم،', 'نخرج']",طَقس جَمِيل يَوم ، نخرج,0.16417910447761194,0.25409836065573765
ham,مرحبًا، هل شاهدت الفيلم الأخير في السينما؟ كان رائعًا!,مرحبًا، هل شاهدت الفيلم الأخير في السينما كان رائعًا,"['مرحبًا،', 'هل', 'شاهدت', 'الفيلم', 'الأخير', 'في', 'السينما', 'كان', 'رائعًا']","['مرحبًا،', 'شاهدت', 'الفيلم', 'الأخير', 'السينما', 'رائعًا']",مُرَحَّب ، شَاهَد فِيلم أَخِير سِينَمَا رَائِع,0.5223880597014925,0.23770491803278682
ham,هل نلتقي الساعة 18 كما هو متفق عليه؟,هل نلتقي الساعة 18 كما هو متفق عليه,"['هل', 'نلتقي', 'الساعة', '18', 'كما', 'هو', 'متفق', 'عليه']","['نلتقي', 'الساعة', '18', 'متفق']",نلتقي سَاعَة 18 مُتَّفَق,0.26865671641791045,0.1639344262295082
spam,بقيت ساعات قليلة فقط للاستفادة من هذا العرض الرائع!,بقيت ساعات قليلة فقط للاستفادة من هذا العرض الرائع,"['بقيت', 'ساعات', 'قليلة', 'فقط', 'للاستفادة', 'من', 'هذا', 'العرض', 'الرائع']","['بقيت', 'ساعات', 'قليلة', 'فقط', 'للاستفادة', 'العرض', 'الرائع']",بَقِي سَاعَة قَلِيل فَقَط لِ اِستِفَادَة عَرض رَائِع,0.4776119402985074,0.07377049180327865
ham,هل نلتقي الساعة 18 كما هو متفق عليه؟,هل نلتقي الساعة 18 كما هو متفق عليه,"['هل', 'نلتقي', 'الساعة', '18', 'كما', 'هو', 'متفق', 'عليه']","['نلتقي', 'الساعة', '18', 'متفق']",نلتقي سَاعَة 18 مُتَّفَق,0.26865671641791045,0.1639344262295082
ham,هل يمكنك شراء الخبز وأنت في طريقك؟,هل يمكنك شراء الخبز وأنت في طريقك,"['هل', 'يمكنك', 'شراء', 'الخبز', 'وأنت', 'في', 'طريقك']","['يمكنك', 'شراء', 'الخبز', 'وأنت', 'طريقك']",أَمكَن هُوَ شِرَاء خُبز وَ هُوَ طريقك,0.25373134328358204,0.18032786885245894
spam,اشترِ منتجًا واحدًا واحصل على 3 مجانًا!,اشترِ منتجًا واحدًا واحصل على 3 مجانًا,"['اشترِ', 'منتجًا', 'واحدًا', 'واحصل', 'على', '3', 'مجانًا']","['اشترِ', 'منتجًا', 'واحدًا', 'واحصل', '3', 'مجانًا']",اِشتَرَى مُنتَج وَاحِد وَ حَصَل 3 مَجَّان,0.32835820895522383,0.13114754098360654
ham,لا تنسَ اجتماعنا غدًا في الساعة 9 صباحًا.,لا تنسَ اجتماعنا غدًا في الساعة 9 صباحًا,"['لا', 'تنسَ', 'اجتماعنا', 'غدًا', 'في', 'الساعة', '9', 'صباحًا']","['تنسَ', 'اجتماعنا', 'غدًا', 'الساعة', '9', 'صباحًا']",نَسََّ اِجتِمَاع هُوَ غَد سَاعَة 9 صَبَاح,0.34328358208955223,0.12295081967213116
